barra	utm_x	utm_y
B_394	-466260051	-235311323
B_393	-466269384	-235304165
B_392	-466203969	-235262273
B_391	-466206236	-235260681
B_390	-466207937	-235259468
B_389	-466206033	-235260531
B_388	-466216295	-235293698
B_387	-466216272	-235293702
B_386	-466214222	-235294175
B_341	-466224109	-235291806
B_340	-466219122	-235293014
B_339	-466218145	-235294675
B_338	-466217796	-235293381
B_337	-466212067	-235254912
B_336	-466212761	-235254909
B_335	-466213151	-235254814
B_334	-466215504	-235254970
B_333	-466219119	-235297202
B_332	-466218978	-235297287
B_331	-466215513	-235264856
B_330	-466217228	-235261748
B_329	-466218680	-235259113
B_328	-466219994	-235256735
B_327	-466221016	-235292333
B_326	-466221055	-235292479
B_325	-466220062	-235256612
B_324	-466220813	-235255233
B_323	-466218345	-235255031
B_322	-466220907	-235254927
B_321	-466223532	-235253993
B_320	-466223622	-235254073
B_319	-466221379	-235254909
B_318	-466224025	-235255062
B_317	-466226573	-235255125
B_316	-466226568	-235255495
B_315	-466227298	-235290086
B_314	-466227295	-235290066
B_313	-466225897	-235291367
B_312	-466225917	-235291362
B_311	-466231476	-235303658
B_310	-466230709	-235301177
B_309	-466230458	-235300418
B_308	-466228441	-235294379
B_307	-466227470	-235291010
B_306	-466229592	-235296983
B_305	-466229249	-235297022
B_304	-466228826	-235255193
B_303	-466228809	-235255177
B_302	-466226579	-235255125
B_301	-466230100	-235255270
B_300	-466230078	-235255267
B_299	-466228737	-235255112
B_298	-466230763	-235301850
B_253	-466254236	-235314618
B_252	-466254205	-235312179
B_251	-466254045	-235307073
B_250	-466254126	-235305140
B_249	-466254126	-235305120
B_248	-466254008	-235314917
B_247	-466254270	-235314939
B_246	-466258173	-235309413
B_245	-466258003	-235307100
B_244	-466258001	-235307081
B_243	-466259313	-235313052
B_242	-466258183	-235312822
B_241	-466260213	-235311414
B_240	-466262344	-235307229
B_239	-466260876	-235310141
B_238	-466261403	-235323221
B_237	-466262899	-235326267
B_236	-466262108	-235324848
B_235	-466262098	-235324829
B_234	-466261492	-235323302
B_233	-466260988	-235322133
B_232	-466260676	-235320781
B_231	-466261730	-235318874
B_230	-466263368	-235316600
B_229	-466267280	-235324054
B_228	-466265326	-235324525
B_227	-466262884	-235325093
B_226	-466263974	-235326075
B_225	-466263608	-235328156
B_224	-466263199	-235327067
B_223	-466256963	-235329399
B_222	-466258509	-235327667
B_221	-466260162	-235326656
B_220	-466262782	-235316696
B_219	-466263457	-235315875
B_218	-466263934	-235314788
B_217	-466264699	-235313335
B_216	-466266520	-235318011
B_215	-466264866	-235317314
B_214	-466264846	-235317306
B_213	-466266423	-235310156
B_212	-466265463	-235311792
B_211	-466266905	-235309519
B_210	-466266900	-235309158
B_165	-466315097	-235297836
B_164	-466315145	-235297997
B_163	-466315451	-235298987
B_162	-466314151	-235311923
B_161	-466314240	-235312002
B_160	-466315801	-235311535
B_159	-466317074	-235312494
B_158	-466318534	-235310875
B_157	-466317083	-235312244
B_156	-466317169	-235311250
B_155	-466316368	-235301867
B_154	-466317249	-235304885
B_153	-466317963	-235310591
B_152	-466318046	-235310879
B_151	-466317288	-235305018
B_150	-466318204	-235307808
B_149	-466315729	-235289773
B_148	-466318563	-235288618
B_146	-466320201	-235287424
B_145	-466318854	-235287775
B_144	-466318984	-235290169
B_143	-466318971	-235290127
B_142	-466319938	-235313479
B_141	-466319018	-235310327
B_140	-466319868	-235293006
B_139	-466319850	-235292941
B_138	-466319696	-235292418
B_137	-466319684	-235292377
B_136	-466320479	-235295685
B_135	-466320568	-235295765
B_134	-466320634	-235296261
B_133	-466320451	-235296072
B_132	-466321505	-235298614
B_131	-466320688	-235295823
B_130	-466321851	-235300447
B_129	-466322649	-235302975
B_128	-466326620	-235315559
B_127	-466325840	-235312843
B_126	-466325157	-235310597
B_125	-466324380	-235308285
B_124	-466323359	-235305045
B_123	-466327616	-235320100
B_122	-466326658	-235315692
B_121	-466327342	-235318187
B_75	-466234691	-235254319
B_74	-466233222	-235254334
B_73	-466257367	-235255594
B_72	-466256601	-235253925
B_70	-466256774	-235256887
B_69	-466256748	-235255977
B_68	-466233184	-235255498
B_67	-466232808	-235255492
B_66	-466232192	-235246720
B_65	-466232462	-235251992
B_64	-466232391	-235250460
B_63	-466232282	-235248754
B_62	-466232355	-235248820
B_61	-466232371	-235248834
B_60	-466251238	-235253965
B_59	-466248398	-235253995
B_58	-466246538	-235254104
B_57	-466244776	-235254123
B_56	-466243098	-235254140
B_55	-466241066	-235254175
B_54	-466240663	-235254166
B_53	-466232525	-235253348
B_52	-466232684	-235255433
B_51	-466232543	-235254070
B_50	-466230100	-235255270
B_49	-466231375	-235255437
B_48	-466232763	-235256777
B_47	-466232691	-235255489
B_46	-466252512	-235253950
B_45	-466251825	-235253959
B_44	-466252376	-235251645
B_43	-466252386	-235251786
B_42	-466252388	-235251806
B_41	-466252505	-235253591
B_39	-466256221	-235245083
B_38	-466256229	-235245696
B_37	-466256349	-235247500
B_36	-466258005	-235246850
B_35	-466257984	-235246856
B_34	-466256736	-235247135
B_33	-466257994	-235245858
B_32	-466256821	-235246050
B_31	-466256569	-235251667
B_30	-466256600	-235253895
B_29	-466256600	-235253899
B_1629	-466231933	-235254710
B_1628	-466231793	-235243864
B_1627	-466231469	-235249216
B_1626	-466245293	-235255170
B_1625	-466245443	-235255109
B_1624	-466245580	-235255052
B_1622	-466231734	-235243789
B_1319	-466271170	-235289969
B_1318	-466272699	-235286881
B_1317	-466273932	-235284359
B_1316	-466273941	-235284341
B_1315	-466275313	-235281488
B_1314	-466275469	-235281164
B_1313	-466237730	-235294472
B_1312	-466237432	-235293591
B_1311	-466237873	-235295395
B_1310	-466237937	-235295373
B_1309	-466275086	-235299581
B_1308	-466271908	-235300474
B_1307	-466271872	-235300484
B_1306	-466272182	-235298721
B_1305	-466271508	-235300086
B_1304	-466271500	-235300104
B_1303	-466257191	-235283994
B_1302	-466257188	-235283974
B_1301	-466257171	-235271114
B_1300	-466257155	-235273129
B_1299	-466263316	-235288425
B_1298	-466262134	-235287986
B_1297	-466260953	-235287456
B_1296	-466258315	-235286319
B_1295	-466258295	-235286311
B_1294	-466285470	-235296660
B_1293	-466285365	-235296692
B_1292	-466283963	-235297065
B_1291	-466222698	-235274581
B_1290	-466223605	-235272540
B_1289	-466222786	-235273768
B_1288	-466223059	-235274942
B_1287	-466222848	-235274979
B_1286	-466222912	-235275311
B_1285	-466223001	-235275391
B_1284	-466223640	-235277262
B_1283	-466223416	-235277283
B_1282	-466225355	-235283584
B_1281	-466224845	-235281964
B_1280	-466224330	-235279983
B_1279	-466226376	-235287004
B_1278	-466225866	-235285385
B_1277	-466227295	-235290066
B_1232	-466252773	-235276997
B_1231	-466252867	-235280331
B_1230	-466252932	-235283837
B_1229	-466252936	-235283974
B_1228	-466253034	-235286843
B_1227	-466253153	-235290247
B_1226	-466253480	-235300472
B_1225	-466253386	-235293315
B_1224	-466253398	-235294308
B_1223	-466253426	-235296566
B_1222	-466253723	-235303173
B_1221	-466254126	-235305120
B_1220	-466254001	-235303365
B_1219	-466253661	-235297861
B_1218	-466254047	-235301835
B_1217	-466257563	-235290472
B_1216	-466257415	-235286410
B_1215	-466257837	-235292219
B_1214	-466257634	-235292448
B_1213	-466257765	-235298154
B_1212	-466257854	-235298235
B_1211	-466261826	-235275585
B_1210	-466264543	-235276763
B_1209	-466264684	-235284227
B_1208	-466265093	-235283390
B_1207	-466265687	-235282170
B_1206	-466266344	-235280814
B_1205	-466266950	-235279550
B_1204	-466266413	-235280670
B_1203	-466266354	-235280796
B_1202	-466266415	-235277647
B_1201	-466268061	-235278439
B_1200	-466267634	-235278218
B_1199	-466267942	-235277671
B_1198	-466268484	-235276575
B_1197	-466271280	-235279829
B_1196	-466270940	-235279684
B_1195	-466268657	-235278677
B_1194	-466268495	-235276559
B_1193	-466268558	-235276434
B_1192	-466269586	-235274418
B_1191	-466270849	-235271844
B_1190	-466272980	-235267444
B_385	-466213044	-235294434
B_384	-466212604	-235294715
B_383	-466211980	-235294961
B_382	-466210436	-235295294
B_381	-466210416	-235295299
B_380	-466210782	-235286079
B_379	-466207525	-235259206
B_378	-466212121	-235274600
B_377	-466211996	-235294758
B_376	-466212174	-235294919
B_375	-466210717	-235256365
B_374	-466211912	-235273520
B_373	-466211903	-235272798
B_372	-466212276	-235271259
B_371	-466212311	-235271156
B_370	-466214674	-235283154
B_369	-466214367	-235282073
B_368	-466213455	-235279644
B_367	-466212634	-235276583
B_366	-466210866	-235268113
B_365	-466213948	-235267712
B_364	-466213176	-235268931
B_363	-466213007	-235269200
B_362	-466219730	-235272174
B_361	-466215198	-235269964
B_360	-466213446	-235269268
B_359	-466213426	-235269260
B_358	-466207334	-235286802
B_357	-466209108	-235286406
B_356	-466210755	-235285942
B_355	-466213601	-235285156
B_354	-466213621	-235285150
B_353	-466215283	-235284863
B_352	-466215350	-235285014
B_351	-466214023	-235267593
B_350	-466216100	-235287654
B_349	-466216207	-235287879
B_348	-466216203	-235270423
B_347	-466216380	-235270584
B_346	-466216880	-235290321
B_345	-466217630	-235292744
B_344	-466217438	-235261854
B_343	-466217376	-235271034
B_342	-466217465	-235271114
B_297	-466230966	-235301948
B_296	-466232013	-235305838
B_295	-466232191	-235305998
B_294	-466233312	-235309509
B_293	-466232905	-235308249
B_292	-466232500	-235306827
B_291	-466232495	-235306808
B_290	-466229313	-235310995
B_289	-466229334	-235310990
B_288	-466231755	-235310427
B_287	-466233708	-235309866
B_286	-466236524	-235320906
B_285	-466236116	-235319500
B_284	-466235654	-235317909
B_283	-466234816	-235315019
B_282	-466234242	-235313041
B_281	-466233744	-235311324
B_280	-466233220	-235310050
B_279	-466237321	-235309015
B_278	-466235857	-235309392
B_277	-466240011	-235308135
B_276	-466240054	-235308264
B_275	-466241422	-235307979
B_274	-466246823	-235309187
B_273	-466243870	-235307952
B_272	-466242983	-235307511
B_271	-466245365	-235308498
B_270	-466245544	-235308658
B_269	-466247492	-235314968
B_268	-466247580	-235315049
B_267	-466247947	-235313259
B_266	-466249957	-235311008
B_265	-466247950	-235313239
B_264	-466248222	-235311429
B_263	-466248034	-235309748
B_262	-466251387	-235311462
B_261	-466252605	-235312124
B_260	-466252705	-235312181
B_259	-466252684	-235312181
B_258	-466254063	-235308660
B_257	-466255976	-235309436
B_256	-466255905	-235309437
B_255	-466254093	-235309527
B_254	-466254163	-235316786
B_209	-466267288	-235307989
B_208	-466267376	-235308069
B_207	-466273429	-235322364
B_206	-466271770	-235322833
B_205	-466268548	-235323679
B_204	-466271829	-235311725
B_203	-466268499	-235310234
B_202	-466268480	-235310225
B_201	-466273707	-235321097
B_200	-466272034	-235320481
B_199	-466270086	-235319749
B_198	-466270163	-235319599
B_197	-466270472	-235311175
B_196	-466270549	-235311197
B_195	-466274766	-235323054
B_194	-466278212	-235321050
B_193	-466275771	-235321706
B_192	-466274991	-235321987
B_191	-466280994	-235321487
B_190	-466280670	-235320533
B_189	-466282466	-235320086
B_188	-466282609	-235320047
B_187	-466284763	-235319474
B_186	-466288005	-235318610
B_185	-466289712	-235318154
B_184	-466290544	-235317934
B_183	-466291612	-235317649
B_182	-466293730	-235317085
B_181	-466296238	-235316356
B_180	-466296273	-235316346
B_179	-466298030	-235315966
B_178	-466301448	-235315117
B_177	-466304376	-235314364
B_176	-466308283	-235313420
B_175	-466311895	-235312479
B_174	-466312384	-235312384
B_173	-466300484	-235316392
B_172	-466300179	-235315402
B_171	-466313450	-235291865
B_170	-466312893	-235290164
B_169	-466313453	-235291874
B_168	-466313649	-235292585
B_167	-466314222	-235294665
B_166	-466314530	-235295925
B_120	-466327647	-235319448
B_119	-466327648	-235319450
B_118	-466327753	-235319718
B_117	-466327778	-235320045
B_116	-466328159	-235320888
B_115	-466327855	-235320077
B_114	-466328497	-235321485
B_113	-466329580	-235324931
B_112	-466330109	-235326918
B_111	-466332440	-235334479
B_110	-466331728	-235332319
B_109	-466331013	-235329977
B_108	-466330500	-235328087
B_107	-466334374	-235340418
B_106	-466334044	-235339681
B_105	-466333357	-235337359
B_104	-466332750	-235335740
B_103	-466333105	-235337668
B_102	-466333196	-235337749
B_101	-466333463	-235337990
B_100	-466334376	-235340025
B_99	-466334174	-235340059
B_98	-466336109	-235346102
B_97	-466335804	-235345112
B_96	-466334988	-235342592
B_95	-466335973	-235346948
B_94	-466336062	-235347029
B_93	-466336241	-235347189
B_92	-466336151	-235347109
B_91	-466336344	-235347002
B_90	-466336917	-235346692
B_89	-466336454	-235347264
B_88	-466337022	-235348608
B_87	-466338546	-235351718
B_86	-466338545	-235351650
B_84	-466229900	-235246964
B_83	-466231958	-235247033
B_82	-466232370	-235248744
B_81	-466256523	-235250024
B_80	-466238901	-235254184
B_79	-466238644	-235254187
B_78	-466236159	-235254213
B_77	-466235024	-235254294
B_76	-466234875	-235254304
B_27	-466257584	-235253898
B_26	-466256923	-235253912
B_21	-466240663	-235254166
B_20	-466240787	-235254243
B_19	-466240999	-235254377
B_18	-466240968	-235254416
B_17	-466232049	-235254777
B_16	-466231530	-235249374
B_15	-466231966	-235254709
B_14	-466231840	-235243870
B_13	-466231538	-235249216
B_11	-466231738	-235243758
B_10	-466229008	-235244825
B_9	-466229008	-235244825
B_8	-466229008	-235244825
B_7	-466229008	-235244825
B_6	-466229008	-235244825
B_5	-466229008	-235244825
B_4	-466229008	-235244825
B_3	-466229008	-235244825
B_2	-466229008	-235244825
B_1	-466229008	-235244825
CAI.MT2	-466229008	-235244825
CAI.MT1	-466229008	-235244825
CAI.MT0	-466229008	-235244825
CAI.AT0	-466229008	-235232325
B_1656	-466331258	-235323802
B_1655	-466203954	-235262288
B_1654	-466210847	-235268104
B_1649	-466240975	-235257463
B_1648	-466241017	-235257329
B_1647	-466241028	-235257293
B_1646	-466241069	-235254515
B_1645	-466240972	-235254475
B_1644	-466232050	-235254820
B_1643	-466231922	-235254717
B_1642	-466231468	-235249377
B_1641	-466231447	-235249217
B_1640	-466231780	-235243860
B_1638	-466231734	-235243798
B_1633	-466241153	-235254450
B_1632	-466232051	-235254811
B_1631	-466240966	-235254460
B_1630	-466231484	-235249381
